,ARID,ORID,PHASE,STA,ATIME,TIMEDEF,LAT,LON,DEPTH,OTIME
992,59121561,6331795,P,ARCES,2010136,d,85.539479,87.916937,0.0,2010136
993,59121799,6331795,P,TXAR,2010136,d,85.539479,87.916937,0.0,2010136
994,59121565,6331790,tx,ASAR,2010136,n,-10.890698,165.62756,0.0,2010136
995,59121613,6331790,tx,STKA,2010136,n,-10.890698,165.62756,0.0,2010136
996,59121667,6331790,P,MJAR,2010136,d,-10.890698,165.62756,0.0,2010136
997,59121682,6331790,tx,WRA,2010136,n,-10.890698,165.62756,0.0,2010136
998,59121795,6331790,P,SONM,2010136,d,-10.890698,165.62756,0.0,2010136
999,59121845,6331790,P,MKAR,2010136,d,-10.890698,165.62756,0.0,2010136
1000,59121790,6331846,P,STKA,2010136,d,-12.92045,168.9895,665.50077,2010136
1001,59121833,6331846,P,MJAR,2010136,d,-12.92045,168.9895,665.50077,2010136
1002,59121887,6331846,P,WRA,2010136,d,-12.92045,168.9895,665.50077,2010136
1003,59121942,6331846,P,MAW,2010136,d,-12.92045,168.9895,665.50077,2010136
1004,59121952,6331846,P,SONM,2010136,d,-12.92045,168.9895,665.50077,2010136
1005,59121954,6331846,P,ZALV,2010136,d,-12.92045,168.9895,665.50077,2010136
1006,59121961,6331846,P,TXAR,2010136,d,-12.92045,168.9895,665.50077,2010136
1007,59121992,6331846,P,CMAR,2010136,d,-12.92045,168.9895,665.50077,2010136
1008,59122007,6331846,P,ILAR,2010136,d,-12.92045,168.9895,665.50077,2010136
1009,59122013,6331846,P,USRK,2010136,d,-12.92045,168.9895,665.50077,2010136
1010,59122032,6331846,P,NVAR,2010136,d,-12.92045,168.9895,665.50077,2010136
1011,59122040,6331846,P,YKA,2010136,d,-12.92045,168.9895,665.50077,2010136
1012,59122626,6332398,Pn,ARCES,2010136,d,73.414474,7.3435593,0.0,2010136
1013,59122634,6332398,P,BRTR,2010136,d,73.414474,7.3435593,0.0,2010136
1014,59122673,6332398,P,GERES,2010136,d,73.414474,7.3435593,0.0,2010136
1015,59122694,6332398,P,ZALV,2010136,d,73.414474,7.3435593,0.0,2010136
1016,59122798,6332398,Pn,NOA,2010136,d,73.414474,7.3435593,0.0,2010136
1017,59122802,6332398,P,AKASG,2010136,d,73.414474,7.3435593,0.0,2010136
1018,59122818,6332398,Pn,FINES,2010136,d,73.414474,7.3435593,0.0,2010136
1019,59122865,6332398,P,ULM,2010136,d,73.414474,7.3435593,0.0,2010136
1020,59122867,6332398,P,SONM,2010136,d,73.414474,7.3435593,0.0,2010136
1021,59122875,6332398,P,TORD,2010136,d,73.414474,7.3435593,0.0,2010136
1022,59122880,6332398,P,TXAR,2010136,d,73.414474,7.3435593,0.0,2010136
1023,59122925,6332398,P,CMAR,2010136,d,73.414474,7.3435593,0.0,2010136
1024,59122930,6332398,P,ILAR,2010136,d,73.414474,7.3435593,0.0,2010136
1025,59122938,6332398,P,KSRS,2010136,d,73.414474,7.3435593,0.0,2010136
1026,59122941,6332398,P,USRK,2010136,d,73.414474,7.3435593,0.0,2010136
1027,59122943,6332398,P,NVAR,2010136,d,73.414474,7.3435593,0.0,2010136
1028,59122965,6332398,P,MJAR,2010136,d,73.414474,7.3435593,0.0,2010136
1029,59122972,6332398,P,PDAR,2010136,d,73.414474,7.3435593,0.0,2010136
1030,59124377,6332398,P,VRAC,2010136,d,73.414474,7.3435593,0.0,2010136
1031,59124382,6332398,P,PTGA,2010136,d,73.414474,7.3435593,0.0,2010136
1032,59124414,6332398,P,YBH,2010136,d,73.414474,7.3435593,0.0,2010136
1033,59124435,6332398,P,INK,2010136,d,73.414474,7.3435593,0.0,2010136
1034,59124444,6332398,P,SFJD,2010136,d,73.414474,7.3435593,0.0,2010136
1035,59124629,6332398,Pn,SPITS,2010136,d,73.414474,7.3435593,0.0,2010136
1036,59126668,6332398,P,NEW,2010136,d,73.414474,7.3435593,0.0,2010136
1037,59126779,6332398,P,ANMO,2010136,d,73.414474,7.3435593,0.0,2010136
1038,59122638,6331943,P,ASAR,2010136,d,-15.911832,-176.14988,334.83029,2010136
1039,59122670,6331943,P,STKA,2010136,d,-15.911832,-176.14988,334.83029,2010136
1040,59122815,6331943,P,WRA,2010136,d,-15.911832,-176.14988,334.83029,2010136
1041,59122879,6331943,P,TXAR,2010136,d,-15.911832,-176.14988,334.83029,2010136
1042,59122933,6331943,P,ILAR,2010136,d,-15.911832,-176.14988,334.83029,2010136
1043,59122658,6332399,P,LPAZ,2010136,d,2.0395455,-90.593218,0.0,2010136
1044,59122792,6332399,P,NVAR,2010136,d,2.0395455,-90.593218,0.0,2010136
1045,59122934,6332399,P,ILAR,2010136,d,2.0395455,-90.593218,0.0,2010136
1046,59122970,6332399,P,PDAR,2010136,d,2.0395455,-90.593218,0.0,2010136
1047,59122977,6332399,P,YKA,2010136,d,2.0395455,-90.593218,0.0,2010136
1048,59124394,6332399,P,SIV,2010136,d,2.0395455,-90.593218,0.0,2010136
1049,59124615,6332399,Pn,ATAH,2010136,d,2.0395455,-90.593218,0.0,2010136
1050,59122838,6331946,P,ASAR,2010136,d,-3.633128,142.14174,0.0,2010136
1051,59122855,6331946,P,MKAR,2010136,d,-3.633128,142.14174,0.0,2010136
1052,59122858,6331946,P,STKA,2010136,d,-3.633128,142.14174,0.0,2010136
1053,59122937,6331946,P,ILAR,2010136,d,-3.633128,142.14174,0.0,2010136
1054,59122950,6331946,P,WRA,2010136,d,-3.633128,142.14174,0.0,2010136
1055,59123009,6331946,tx,ILAR,2010136,n,27.213789,142.80703,0.0,2010136
1056,59122842,6331976,P,ASAR,2010136,d,27.213789,142.80703,0.0,2010136
1057,59123180,6331976,P,WRA,2010136,d,27.213789,142.80703,0.0,2010136
1058,59123190,6332526,P,ARCES,2010136,d,36.425422,70.927359,203.94573,2010136
1059,59123192,6332526,P,AKASG,2010136,d,36.425422,70.927359,203.94573,2010136
1060,59123207,6332526,P,GEYT,2010136,d,36.425422,70.927359,203.94573,2010136
1061,59123235,6332526,P,BRTR,2010136,d,36.425422,70.927359,203.94573,2010136
1062,59123242,6332526,P,SONM,2010136,d,36.425422,70.927359,203.94573,2010136
1063,59123246,6332526,P,MKAR,2010136,d,36.425422,70.927359,203.94573,2010136
1064,59123257,6332526,P,ZALV,2010136,d,36.425422,70.927359,203.94573,2010136
1065,59123272,6332526,P,TORD,2010136,d,36.425422,70.927359,203.94573,2010136
1066,59123279,6332526,P,FINES,2010136,d,36.425422,70.927359,203.94573,2010136
1067,59123289,6332526,P,ILAR,2010136,d,36.425422,70.927359,203.94573,2010136
1068,59123291,6332526,P,KSRS,2010136,d,36.425422,70.927359,203.94573,2010136
1069,59123304,6332526,tx,YKA,2010136,n,36.425422,70.927359,203.94573,2010136
1070,59123305,6332526,P,WRA,2010136,d,36.425422,70.927359,203.94573,2010136
1071,59123310,6332526,P,ASAR,2010136,d,36.425422,70.927359,203.94573,2010136
1072,59124162,6332079,P,ILAR,2010136,d,28.60659,128.40951,0.0,2010136
1073,59124865,6332444,Pn,PLCA,2010136,d,-33.983778,-72.298747,0.0,2010136
1074,59124980,6332444,P,LPAZ,2010136,d,-33.983778,-72.298747,0.0,2010136
1075,59124985,6332444,P,MAW,2010136,d,-33.983778,-72.298747,0.0,2010136
1076,59125011,6332444,P,TXAR,2010136,d,-33.983778,-72.298747,0.0,2010136
1077,59125013,6332444,P,TORD,2010136,d,-33.983778,-72.298747,0.0,2010136
1078,59126130,6332444,Pn,CFAA,2010136,d,-33.983778,-72.298747,0.0,2010136
1079,59126146,6332444,P,SIV,2010136,d,-33.983778,-72.298747,0.0,2010136
1080,59125097,6332443,P,MJAR,2010136,d,-12.500243,166.50313,0.0,2010136
1081,59125137,6332443,P,ZALV,2010136,d,-12.500243,166.50313,0.0,2010136
1082,59125150,6332443,P,ASAR,2010136,d,-12.500243,166.50313,0.0,2010136
1083,59125153,6332443,P,USRK,2010136,d,-12.500243,166.50313,0.0,2010136
1084,59125163,6332443,P,PETK,2010136,d,-12.500243,166.50313,0.0,2010136
1085,59125496,6332263,Pn,BRTR,2010136,d,38.397252,21.882663,0.0,2010136
1086,59125511,6332263,P,TORD,2010136,d,38.397252,21.882663,0.0,2010136
1087,59125619,6332263,P,MKAR,2010136,d,38.397252,21.882663,0.0,2010136
1088,59125719,6332330,P,MKAR,2010137,d,-2.0644233,127.97584,0.0,2010136
1089,59125774,6332558,P,MKAR,2010137,d,21.939634,143.15614,281.80271,2010137
1090,59125789,6332558,P,ZALV,2010137,d,21.939634,143.15614,281.80271,2010137
1091,59125836,6332558,P,ILAR,2010137,d,21.939634,143.15614,281.80271,2010137
1092,59125839,6332558,P,KSRS,2010137,d,21.939634,143.15614,281.80271,2010137
1093,59125851,6332558,P,YKA,2010137,d,21.939634,143.15614,281.80271,2010137
1094,59125858,6332558,P,WRA,2010137,d,21.939634,143.15614,281.80271,2010137
1095,59126717,6332558,P,FINES,2010137,d,21.939634,143.15614,281.80271,2010137
1096,59125873,6332643,P,PLCA,2010137,d,-37.748892,-73.164407,0.0,2010137
1097,59125964,6332643,P,BOSA,2010137,d,-37.748892,-73.164407,0.0,2010137
1098,59126013,6332643,P,TXAR,2010137,d,-37.748892,-73.164407,0.0,2010137
1099,59126015,6332643,P,TORD,2010137,d,-37.748892,-73.164407,0.0,2010137
1100,59126049,6332643,P,PDAR,2010137,d,-37.748892,-73.164407,0.0,2010137
1101,59125890,6332833,P,STKA,2010137,d,-4.4170478,153.76048,94.064135,2010137
1102,59125921,6332833,P,ASAR,2010137,d,-4.4170478,153.76048,94.064135,2010137
1103,59125948,6332833,P,WRA,2010137,d,-4.4170478,153.76048,94.064135,2010137
1104,59125963,6332833,P,MKAR,2010137,d,-4.4170478,153.76048,94.064135,2010137
1105,59125975,6332833,P,CMAR,2010137,d,-4.4170478,153.76048,94.064135,2010137
1106,59125993,6332833,P,ILAR,2010137,d,-4.4170478,153.76048,94.064135,2010137
1107,59126005,6332833,P,VNDA,2010137,d,-4.4170478,153.76048,94.064135,2010137
1108,59126017,6332833,P,ZALV,2010137,d,-4.4170478,153.76048,94.064135,2010137
1109,59127609,6332833,P,JNU,2010137,d,-4.4170478,153.76048,94.064135,2010137
1110,59126238,6332384,P,ILAR,2010137,d,52.103263,141.80954,0.0,2010137
1111,59126272,6332384,P,ASAR,2010137,d,52.103263,141.80954,0.0,2010137
1112,59126718,6332384,P,FINES,2010137,d,52.103263,141.80954,0.0,2010137
1113,59126415,6332426,P,ARCES,2010137,d,32.512276,47.484713,0.0,2010137
1114,59126453,6332426,P,MKAR,2010137,d,32.512276,47.484713,0.0,2010137
1115,59126456,6332426,P,ZALV,2010137,d,32.512276,47.484713,0.0,2010137
1116,59126719,6332426,P,FINES,2010137,d,32.512276,47.484713,0.0,2010137
1117,59126755,6332470,Pn,ESDC,2010137,d,41.402963,-16.25217,0.0,2010137
1118,59126847,6332470,P,BRTR,2010137,d,41.402963,-16.25217,0.0,2010137
1119,59126859,6332470,P,ARCES,2010137,d,41.402963,-16.25217,0.0,2010137
1120,59126867,6332470,P,MKAR,2010137,d,41.402963,-16.25217,0.0,2010137
1121,59126886,6332470,P,TORD,2010137,d,41.402963,-16.25217,0.0,2010137
1122,59126890,6332470,P,ZALV,2010137,d,41.402963,-16.25217,0.0,2010137
1123,59127001,6332470,P,PDAR,2010137,d,41.402963,-16.25217,0.0,2010137
1124,59127006,6332470,P,FINES,2010137,d,41.402963,-16.25217,0.0,2010137
1125,59127007,6332470,P,NOA,2010137,d,41.402963,-16.25217,0.0,2010137
1126,59127009,6332470,P,GERES,2010137,d,41.402963,-16.25217,0.0,2010137
1127,59127345,6332723,P,LPAZ,2010137,d,-55.091906,-129.11017,0.0,2010137
1128,59127352,6332723,P,PLCA,2010137,d,-55.091906,-129.11017,0.0,2010137
1129,59127365,6332723,P,STKA,2010137,d,-55.091906,-129.11017,0.0,2010137
1130,59127370,6332723,P,VNDA,2010137,d,-55.091906,-129.11017,0.0,2010137
1131,59127377,6332723,P,TXAR,2010137,d,-55.091906,-129.11017,0.0,2010137
1132,59127384,6332723,P,ASAR,2010137,d,-55.091906,-129.11017,0.0,2010137
1133,59127429,6332723,P,MAW,2010137,d,-55.091906,-129.11017,0.0,2010137
1134,59127434,6332723,P,WRA,2010137,d,-55.091906,-129.11017,0.0,2010137
1135,59128908,6332723,P,QSPA,2010137,d,-55.091906,-129.11017,0.0,2010137
1136,59127720,6332559,P,CMAR,2010137,d,13.72401,124.58111,48.085857,2010137
1137,59127770,6332559,P,ASAR,2010137,d,13.72401,124.58111,48.085857,2010137
1138,59127775,6332559,P,STKA,2010137,d,13.72401,124.58111,48.085857,2010137
1139,59127787,6332559,P,MKAR,2010137,d,13.72401,124.58111,48.085857,2010137
1140,59127804,6332559,P,ILAR,2010137,d,13.72401,124.58111,48.085857,2010137
1141,59127751,6332806,Pn,PLCA,2010137,d,-36.956441,-73.234748,0.0,2010137
1142,59127817,6332806,P,LPAZ,2010137,d,-36.956441,-73.234748,0.0,2010137
1143,59128010,6332806,P,TXAR,2010137,d,-36.956441,-73.234748,0.0,2010137
1144,59127959,6333088,P,ASAR,2010137,d,-6.1982429,128.74916,298.63729,2010137
1145,59128037,6333088,Pn,WRA,2010137,d,-6.1982429,128.74916,298.63729,2010137
1146,59128108,6333088,P,MKAR,2010137,d,-6.1982429,128.74916,298.63729,2010137
1147,59128168,6332598,P,ASAR,2010137,d,-10.073498,161.85769,49.075111,2010137
1148,59128180,6332598,P,STKA,2010137,d,-10.073498,161.85769,49.075111,2010137
1149,59128256,6332598,P,WRA,2010137,d,-10.073498,161.85769,49.075111,2010137
1150,59128229,6332601,P,ILAR,2010137,d,-10.073498,161.85769,49.075111,2010137
1151,59128655,6332911,Pn,PLCA,2010137,d,-34.865713,-72.606046,0.0,2010137
1152,59128677,6332911,P,LPAZ,2010137,d,-34.865713,-72.606046,0.0,2010137
1153,59128811,6332911,P,TORD,2010137,d,-34.865713,-72.606046,0.0,2010137
1154,59130328,6332911,Pn,CFAA,2010137,d,-34.865713,-72.606046,0.0,2010137
1155,59128785,6332678,P,STKA,2010137,d,-21.236832,170.14744,93.329499,2010137
1156,59129026,6332678,P,ASAR,2010137,d,-21.236832,170.14744,93.329499,2010137
1157,59129042,6332678,P,WRA,2010137,d,-21.236832,170.14744,93.329499,2010137
1158,59129478,6332973,P,MKAR,2010137,d,54.165148,168.55257,0.0,2010137
1159,59129493,6332973,P,ULM,2010137,d,54.165148,168.55257,0.0,2010137
1160,59129497,6332973,P,GERES,2010137,d,54.165148,168.55257,0.0,2010137
1161,59129511,6332973,P,TXAR,2010137,d,54.165148,168.55257,0.0,2010137
1162,59129543,6332973,P,AKASG,2010137,d,54.165148,168.55257,0.0,2010137
1163,59129553,6332973,P,ARCES,2010137,d,54.165148,168.55257,0.0,2010137
1164,59129561,6332973,P,ILAR,2010137,d,54.165148,168.55257,0.0,2010137
1165,59129569,6332973,P,CMAR,2010137,d,54.165148,168.55257,0.0,2010137
1166,59129572,6332973,P,NVAR,2010137,d,54.165148,168.55257,0.0,2010137
1167,59129574,6332973,P,FINES,2010137,d,54.165148,168.55257,0.0,2010137
1168,59129575,6332973,P,NOA,2010137,d,54.165148,168.55257,0.0,2010137
1169,59129579,6332973,P,PDAR,2010137,d,54.165148,168.55257,0.0,2010137
1170,59129585,6332973,P,YKA,2010137,d,54.165148,168.55257,0.0,2010137
1171,59129639,6332973,P,BRTR,2010137,d,54.165148,168.55257,0.0,2010137
1172,59129663,6332973,P,STKA,2010137,d,54.165148,168.55257,0.0,2010137
1173,59129686,6332973,P,ASAR,2010137,d,54.165148,168.55257,0.0,2010137
1174,59129743,6332973,P,WRA,2010137,d,54.165148,168.55257,0.0,2010137
1175,59131093,6332973,P,INK,2010137,d,54.165148,168.55257,0.0,2010137
1176,59130748,6333402,P,PETK,2010137,d,51.24574,156.29182,142.71112,2010137
1177,59130864,6333402,P,ILAR,2010137,d,51.24574,156.29182,142.71112,2010137
1178,59130867,6333402,P,FINES,2010137,d,51.24574,156.29182,142.71112,2010137
1179,59130869,6333402,P,WRA,2010137,d,51.24574,156.29182,142.71112,2010137
1180,59130882,6333402,P,KEST,2010137,d,51.24574,156.29182,142.71112,2010137
1181,59132168,6333402,P,INK,2010137,d,51.24574,156.29182,142.71112,2010137
1182,59132169,6333402,P,RES,2010137,d,51.24574,156.29182,142.71112,2010137
1183,59132358,6333402,P,SEY,2010137,d,51.24574,156.29182,142.71112,2010137
1184,59131268,6333229,P,WRA,2010137,d,28.372871,130.33196,0.0,2010137
1185,59132950,6333229,Pn,JNU,2010137,d,28.372871,130.33196,0.0,2010137
1186,59131276,6332961,P,MKAR,2010137,d,-11.01416,165.34306,0.0,2010137
1187,59131308,6332961,P,STKA,2010137,d,-11.01416,165.34306,0.0,2010137
1188,59131424,6332961,P,ILAR,2010137,d,-11.01416,165.34306,0.0,2010137
1189,59131443,6332961,P,WRA,2010137,d,-11.01416,165.34306,0.0,2010137
1190,59132216,6333404,P,BRTR,2010137,d,28.813258,128.78588,0.0,2010137
1191,59132221,6333404,P,MKAR,2010137,d,28.813258,128.78588,0.0,2010137
1192,59132266,6333404,P,FINES,2010137,d,28.813258,128.78588,0.0,2010137
1193,59132270,6333404,P,ILAR,2010137,d,28.813258,128.78588,0.0,2010137
1194,59132326,6333404,P,WRA,2010137,d,28.813258,128.78588,0.0,2010137
1195,59132420,6333404,P,ULM,2010137,d,28.813258,128.78588,0.0,2010137
1196,59132463,6333404,P,PDAR,2010137,d,28.813258,128.78588,0.0,2010137
1197,59132446,6333403,tx,YKA,2010137,n,28.813258,128.78588,0.0,2010137
1198,59133829,6333403,P,SEY,2010137,d,28.813258,128.78588,0.0,2010137
1199,59132747,6333125,P,ASAR,2010137,d,36.766737,71.197762,58.370711,2010137
1200,59133315,6333889,Pn,CMAR,2010137,d,13.85171,92.928089,0.0,2010137
1201,59133387,6333889,P,ARCES,2010137,d,13.85171,92.928089,0.0,2010137
1202,59133400,6333889,P,BRTR,2010137,d,13.85171,92.928089,0.0,2010137
1203,59133444,6333889,P,ZALV,2010137,d,13.85171,92.928089,0.0,2010137
1204,59133531,6333889,P,FINES,2010137,d,13.85171,92.928089,0.0,2010137
1205,59133543,6333889,P,MKAR,2010137,d,13.85171,92.928089,0.0,2010137
1206,59133570,6333889,P,TORD,2010137,d,13.85171,92.928089,0.0,2010137
1207,59133657,6333889,P,NOA,2010137,d,13.85171,92.928089,0.0,2010137
1208,59133668,6333889,P,GERES,2010137,d,13.85171,92.928089,0.0,2010137
1209,59135429,6333889,P,KURK,2010137,d,13.85171,92.928089,0.0,2010137
1210,59135899,6333889,P,BVAR,2010137,d,13.85171,92.928089,0.0,2010137
1211,59133418,6333614,P,STKA,2010137,d,13.85171,92.928089,0.0,2010137
1212,59133727,6333315,P,TXAR,2010137,d,51.254189,-179.77567,0.0,2010137
1213,59133875,6333315,P,PDAR,2010137,d,51.254189,-179.77567,0.0,2010137
1214,59133937,6333850,P,STKA,2010137,d,-7.4817046,119.62764,39.549037,2010137
1215,59133973,6333850,P,MJAR,2010137,d,-7.4817046,119.62764,39.549037,2010137
1216,59133995,6333850,P,KSRS,2010137,d,-7.4817046,119.62764,39.549037,2010137
1217,59134007,6333850,P,CMAR,2010137,d,-7.4817046,119.62764,39.549037,2010137
1218,59134016,6333850,P,USRK,2010137,d,-7.4817046,119.62764,39.549037,2010137
1219,59134021,6333850,P,WRA,2010137,d,-7.4817046,119.62764,39.549037,2010137
1220,59134053,6333850,P,BRTR,2010137,d,-7.4817046,119.62764,39.549037,2010137
1221,59134065,6333850,P,AKASG,2010137,d,-7.4817046,119.62764,39.549037,2010137
1222,59134075,6333850,P,KMBO,2010137,d,-7.4817046,119.62764,39.549037,2010137
1223,59134100,6333850,P,MKAR,2010137,d,-7.4817046,119.62764,39.549037,2010137
1224,59134122,6333850,P,VNDA,2010137,d,-7.4817046,119.62764,39.549037,2010137
1225,59134136,6333850,P,ZALV,2010137,d,-7.4817046,119.62764,39.549037,2010137
1226,59134167,6333850,P,PETK,2010137,d,-7.4817046,119.62764,39.549037,2010137
1227,59134200,6333850,P,MAW,2010137,d,-7.4817046,119.62764,39.549037,2010137
1228,59135770,6333850,P,PSI,2010137,d,-7.4817046,119.62764,39.549037,2010137
1229,59135775,6333850,P,NWAO,2010137,d,-7.4817046,119.62764,39.549037,2010137
1230,59135783,6333850,P,CTA,2010137,d,-7.4817046,119.62764,39.549037,2010137
1231,59135904,6333850,Pn,KAPI,2010137,d,-7.4817046,119.62764,39.549037,2010137
1232,59134240,6333341,P,NVAR,2010137,d,-27.117193,-112.82832,0.0,2010137
1233,59134247,6333341,P,LPAZ,2010137,d,-27.117193,-112.82832,0.0,2010137
1234,59134255,6333341,P,TXAR,2010137,d,-27.117193,-112.82832,0.0,2010137
1235,59134286,6333341,P,PDAR,2010137,d,-27.117193,-112.82832,0.0,2010137
1236,59134296,6333341,P,YKA,2010137,d,-27.117193,-112.82832,0.0,2010137
1237,59134527,6333689,P,WRA,2010137,d,28.81398,128.77189,0.0,2010137
1238,59134670,6333689,P,ILAR,2010137,d,28.81398,128.77189,0.0,2010137
1239,59136059,6333689,Pn,JNU,2010137,d,28.81398,128.77189,0.0,2010137
1240,59134630,6333397,P,ZALV,2010137,d,28.707832,128.7295,0.0,2010137
1241,59134658,6333397,Pn,KSRS,2010137,d,28.707832,128.7295,0.0,2010137
1242,59134685,6333397,P,WRA,2010137,d,28.707832,128.7295,0.0,2010137
1243,59134804,6333728,P,USRK,2010137,d,24.06454,126.20549,0.0,2010137
1244,59134908,6333728,P,BRTR,2010137,d,24.06454,126.20549,0.0,2010137
1245,59134954,6333728,P,MKAR,2010137,d,24.06454,126.20549,0.0,2010137
1246,59134974,6333728,P,ZALV,2010137,d,24.06454,126.20549,0.0,2010137
1247,59135036,6333728,P,NOA,2010137,d,24.06454,126.20549,0.0,2010137
1248,59135050,6333728,P,WRA,2010137,d,24.06454,126.20549,0.0,2010137
1249,59136938,6333728,P,KURK,2010137,d,24.06454,126.20549,0.0,2010137
1250,59135451,6333766,P,STKA,2010137,d,-60.63078,14.499865,0.0,2010137
1251,59135537,6333766,P,WRA,2010137,d,-60.63078,14.499865,0.0,2010137
1252,59136580,6333663,Pn,BRTR,2010137,d,31.450715,49.663479,0.0,2010137
1253,59136586,6333663,P,GERES,2010137,d,31.450715,49.663479,0.0,2010137
1254,59136592,6333663,P,ARCES,2010137,d,31.450715,49.663479,0.0,2010137
1255,59136613,6333663,P,MKAR,2010137,d,31.450715,49.663479,0.0,2010137
1256,59136619,6333663,P,TORD,2010137,d,31.450715,49.663479,0.0,2010137
1257,59136685,6333663,P,FINES,2010137,d,31.450715,49.663479,0.0,2010137
1258,59136687,6333663,P,KSRS,2010137,d,31.450715,49.663479,0.0,2010137
1259,59136701,6333663,P,ILAR,2010137,d,31.450715,49.663479,0.0,2010137
1260,59136705,6333663,P,NOA,2010137,d,31.450715,49.663479,0.0,2010137
1261,59136712,6333663,P,YKA,2010137,d,31.450715,49.663479,0.0,2010137
1262,59136789,6333663,P,CMAR,2010137,d,31.450715,49.663479,0.0,2010137
1263,59136850,6334009,Pg,FINES,2010137,d,59.744532,24.718351,0.0,2010137
1264,59137021,6334009,Pn,ARCES,2010137,d,59.744532,24.718351,0.0,2010137
1265,59137072,6334009,Pn,NOA,2010137,d,59.744532,24.718351,0.0,2010137
1266,59139399,6334009,Pn,HFS,2010137,d,59.744532,24.718351,0.0,2010137
1267,59136975,6333978,P,BDFB,2010137,d,-21.114708,-67.873881,123.80306,2010137
1268,59136995,6333978,P,PLCA,2010137,d,-21.114708,-67.873881,123.80306,2010137
1269,59138866,6333978,Pn,SIV,2010137,d,-21.114708,-67.873881,123.80306,2010137
1270,59137014,6333724,P,USRK,2010137,d,55.136552,165.42262,60.423837,2010137
1271,59137044,6333724,P,ILAR,2010137,d,55.136552,165.42262,60.423837,2010137
1272,59137080,6333724,Pn,PETK,2010137,d,55.136552,165.42262,60.423837,2010137
1273,59137120,6333724,P,BRTR,2010137,d,55.136552,165.42262,60.423837,2010137
1274,59137128,6333724,P,ARCES,2010137,d,55.136552,165.42262,60.423837,2010137
1275,59137131,6333724,P,SCHQ,2010137,d,55.136552,165.42262,60.423837,2010137
1276,59137140,6333724,P,SONM,2010137,d,55.136552,165.42262,60.423837,2010137
1277,59137156,6333724,P,ULM,2010137,d,55.136552,165.42262,60.423837,2010137
1278,59137164,6333724,P,TXAR,2010137,d,55.136552,165.42262,60.423837,2010137
1279,59137171,6333724,P,ZALV,2010137,d,55.136552,165.42262,60.423837,2010137
1280,59137190,6333724,P,ESDC,2010137,d,55.136552,165.42262,60.423837,2010137
1281,59137192,6333724,P,MKAR,2010137,d,55.136552,165.42262,60.423837,2010137
1282,59137197,6333724,P,GERES,2010137,d,55.136552,165.42262,60.423837,2010137
1283,59137201,6333724,P,FINES,2010137,d,55.136552,165.42262,60.423837,2010137
1284,59137204,6333724,P,NVAR,2010137,d,55.136552,165.42262,60.423837,2010137
1285,59137212,6333724,P,CMAR,2010137,d,55.136552,165.42262,60.423837,2010137
1286,59137215,6333724,P,KSRS,2010137,d,55.136552,165.42262,60.423837,2010137
1287,59137218,6333724,P,NOA,2010137,d,55.136552,165.42262,60.423837,2010137
1288,59137224,6333724,P,PDAR,2010137,d,55.136552,165.42262,60.423837,2010137
1289,59137232,6333724,P,YKA,2010137,d,55.136552,165.42262,60.423837,2010137
1290,59137133,6333979,P,STKA,2010137,d,-22.598734,-179.47527,452.0772,2010137
1291,59137242,6333979,P,WRA,2010137,d,-22.598734,-179.47527,452.0772,2010137
1292,59139333,6333979,P,RPZ,2010137,d,-22.598734,-179.47527,452.0772,2010137
1293,59137269,6333751,P,STKA,2010137,d,-7.8360765,118.79439,0.0,2010137
1294,59137315,6333751,P,MKAR,2010137,d,-7.8360765,118.79439,0.0,2010137
1295,59137329,6333751,P,SONM,2010137,d,25.859208,128.56862,0.0,2010137
1296,59137521,6334008,P,MKAR,2010137,d,28.673034,128.53057,0.0,2010137
1297,59137571,6334008,P,ILAR,2010137,d,28.673034,128.53057,0.0,2010137
1298,59139883,6334008,P,BVAR,2010137,d,28.673034,128.53057,0.0,2010137
1299,59140009,6334008,P,KURK,2010137,d,28.673034,128.53057,0.0,2010137
1300,59137875,6334035,P,MKAR,2010137,d,28.688606,128.84004,0.0,2010137
1301,59137900,6334035,P,WRA,2010137,d,28.688606,128.84004,0.0,2010137
1302,59137967,6334035,P,SONM,2010137,d,28.688606,128.84004,0.0,2010137
1303,59138129,6333833,P,ROSC,2010137,d,7.3506496,-72.726211,162.07984,2010137
1304,59138251,6333833,P,TXAR,2010137,d,7.3506496,-72.726211,162.07984,2010137
1305,59138378,6333833,P,YKA,2010137,d,7.3506496,-72.726211,162.07984,2010137
1306,59138522,6333833,P,ARCES,2010137,d,7.3506496,-72.726211,162.07984,2010137
1307,59138575,6333833,P,ILAR,2010137,d,7.3506496,-72.726211,162.07984,2010137
1308,59138225,6334239,P,ARCES,2010137,d,51.551902,-178.35537,54.628184,2010137
1309,59138236,6334239,P,SONM,2010137,d,51.551902,-178.35537,54.628184,2010137
1310,59138242,6334239,P,STKA,2010137,d,51.551902,-178.35537,54.628184,2010137
1311,59138247,6334239,P,TXAR,2010137,d,51.551902,-178.35537,54.628184,2010137
1312,59138304,6334239,P,USRK,2010137,d,51.551902,-178.35537,54.628184,2010137
1313,59138305,6334239,P,KSRS,2010137,d,51.551902,-178.35537,54.628184,2010137
1314,59138363,6334239,P,PDAR,2010137,d,51.551902,-178.35537,54.628184,2010137
1315,59138370,6334239,P,CMAR,2010137,d,51.551902,-178.35537,54.628184,2010137
