,Unnamed: 0,ARID,ORID,STA,PHASE,BELIEF,DELTA,SEAZ,ESAZ,TIMERES,TIMEDEF,AZRES,AZDEF,SLORES,SLODEF,EMARES,WGT,VMODEL,COMMID,LDDATE,ATIME,Unnamed: 0_idcx,STA_idcx,TIME,JDATE,STASSID,CHANID,CHAN,IPHASE,STYPE,DELTIM,AZIMUTH,DELAZ,SLOW,DELSLO,EMA,RECT,AMP,PER,LOGAT,CLIP,FM,SNR,QUAL,AUTH,COMMID_idcx,LDDATE_idcx,ORID_ugeb,LAT,LON,DEPTH,ORIGIN,EVID,MB,MS,ML,PHASE_ugeb,DELTA_ugeb,STA_ugeb,TIME_ugeb,IPHASE_ugeb,AZIMUTH_ugeb,DELTIM_ugeb,DELAZ_ugeb,JDATE_ugeb,STA_LAT,STA_LON,STATYPE,ONDATE,OFFDATE,Unnamed: 0_sel3org,LAT_sel3org,LON_sel3org,DEPTH_sel3org,TIME_sel3org,EVID_sel3org,JDATE_sel3org,NASS,NDEF,NDP,GRN,SRN,ETYPE,DEPDP,DTYPE,MB_sel3org,MBID,MS_sel3org,MSID,ML_sel3org,MLID,ALGORITHM,AUTH_sel3org,COMMID_sel3org,LDDATE_sel3org
0,977132,59082193,6327956,SCHQ,P,-1,71.511,177.97,358.77,0.182,d,-19.4,d,-1.75,d,-999,0.588,IASPEI,-1,5/15/2010 9:40,5/15/2010 9:40,1130935,SCHQ,2010-05-15 03:14:21.900000,2010135,-1,-1,Z1530,P,-,0.625,158.52,28.41,4.28,2.1,17.92,0.929,1.01,0.44,-999.0,-,-,6.89,-,,-1,2010-05-17 08:49:30.000000,6333023,-17.137957,-64.738272,0.0,2010-05-15 03:02:58.034189824,6327689,4.07857,3.1882821,4.0269772,P,71.703179,SCHQ,2010-05-15 03:14:21.900000000,P,158.52219,0.62494273,28.40651,2010135,54.8324,-66.83318,ss,2003127.0,2286324.0,98150,-16.9469,-64.822,41.0416,2010-05-15 03:03:06.491440,6327689,2010135,24,17,0,120,8,-,-999.0,f,3.92,15297316,-999.0,-1,3.98,15297317,LocSAT,,-1,2010-05-15 09:40:28.000000
1,977133,59082203,6327956,ULM,P,-1,72.286,148.78,339.66,-0.061,d,-51.8,d,-3.63,d,-999,0.502,IASPEI,-1,5/15/2010 9:40,5/15/2010 9:40,1130936,ULM,2010-05-15 03:14:25.950000,2010135,-1,-1,Z1530,P,-,0.899,97.0,50.14,2.34,1.98,8.3,0.937,1.25,0.44,-999.0,-,-,4.13,-,,-1,2010-05-17 08:49:30.000000,6333023,-17.137957,-64.738272,0.0,2010-05-15 03:02:58.034189824,6327689,4.07857,3.1882821,4.0269772,P,72.491823,ULM,2010-05-15 03:14:25.950000128,P,97.003068,0.89888039,50.135978,2010135,50.25026,-95.87496,ss,2003127.0,2286324.0,98150,-16.9469,-64.822,41.0416,2010-05-15 03:03:06.491440,6327689,2010135,24,17,0,120,8,-,-999.0,f,3.92,15297316,-999.0,-1,3.98,15297317,LocSAT,,-1,2010-05-15 09:40:28.000000
2,977137,59082219,6327956,TORD,P,-1,72.179,247.23,69.8,-3.972,d,4.1,d,-1.23,d,-999,0.706,IASPEI,-1,5/15/2010 9:40,5/15/2010 9:40,1130937,TORD,2010-05-15 03:14:24.225000,2010135,4420331,-1,TO_045,P,-,0.327,251.36,10.8,4.75,0.89,-1.0,-1.0,0.15,0.33,-999.0,-,-,12.03,2,,-1,2010-05-17 08:49:30.000000,6333023,-17.137957,-64.738272,0.0,2010-05-15 03:02:58.034189824,6327689,4.07857,3.1882821,4.0269772,P,72.169391,TORD,2010-05-15 03:14:24.224999936,P,251.35847,0.32656628,10.799607,2010135,13.14771,1.69471,ar,2005270.0,2286324.0,98150,-16.9469,-64.822,41.0416,2010-05-15 03:03:06.491440,6327689,2010135,24,17,0,120,8,-,-999.0,f,3.92,15297316,-999.0,-1,3.98,15297317,LocSAT,,-1,2010-05-15 09:40:28.000000
3,977141,59082265,6327956,PDAR,P,-1,72.261,134.99,327.03,-0.87,d,-27.0,d,-1.37,d,-999,0.652,IASPEI,-1,5/15/2010 9:40,5/15/2010 9:40,1130940,PDAR,2010-05-15 03:14:27.000000,2010135,-1,-1,PD_028,P,-,0.456,113.16,7.23,7.39,0.93,20.57,0.794,0.73,0.5,-999.0,-,-,9.45,2,,-1,2010-05-17 08:49:29.000000,6333023,-17.137957,-64.738272,0.0,2010-05-15 03:02:58.034189824,6327689,4.07857,3.1882821,4.0269772,P,72.46434,PDAR,2010-05-15 03:14:27.000000000,P,113.16403,0.45582134,7.2261557,2010135,42.76738,-109.5579,ar,1995196.0,2286324.0,98150,-16.9469,-64.822,41.0416,2010-05-15 03:03:06.491440,6327689,2010135,24,17,0,120,8,-,-999.0,f,3.92,15297316,-999.0,-1,3.98,15297317,LocSAT,,-1,2010-05-15 09:40:28.000000
4,977143,59082292,6327956,YKA,P,-1,88.261,133.01,339.22,-1.054,d,-5.6,d,-0.15,d,-999,0.716,IASPEI,-1,5/15/2010 9:40,5/15/2010 9:40,1130941,YKA,2010-05-15 03:15:51.795000,2010135,4420334,-1,YK_69,P,-,0.12,123.29,1.45,4.55,0.12,-1.0,-1.0,0.73,0.44,-999.0,-,-,26.88,3,,-1,2010-05-17 08:49:29.000000,6333023,-17.137957,-64.738272,0.0,2010-05-15 03:02:58.034189824,6327689,4.07857,3.1882821,4.0269772,P,88.46695,YKA,2010-05-15 03:15:51.795000064,P,123.28787,0.12,1.4541554,2010135,62.4931,-114.6062,ar,1989025.0,2014013.0,98150,-16.9469,-64.822,41.0416,2010-05-15 03:03:06.491440,6327689,2010135,24,17,0,120,8,-,-999.0,f,3.92,15297316,-999.0,-1,3.98,15297317,LocSAT,,-1,2010-05-15 09:40:28.000000
5,977366,59083784,6327956,LVC,Pn,-1,6.825,35.05,213.67,-1.045,d,5.3,d,-4.45,d,-999,0.363,IASPEI,-1,5/15/2010 9:40,5/15/2010 9:40,1131083,LVC,2010-05-15 03:04:42.944000,2010135,4420454,-1,Z1530,P,-,0.12,40.35,5.55,9.28,0.9,32.29,0.987,21.59,0.44,-999.0,-,-,19.2,-,,-1,2010-05-17 08:49:29.000000,6333023,-17.137957,-64.738272,0.0,2010-05-15 03:02:58.034189824,6327689,4.07857,3.1882821,4.0269772,Pn,6.7137165,LVC,2010-05-15 03:04:42.944000000,P,40.348252,0.12,5.5463762,2010135,-22.6128,-68.9113,ss,1999354.0,2286324.0,98150,-16.9469,-64.822,41.0416,2010-05-15 03:03:06.491440,6327689,2010135,24,17,0,120,8,-,-999.0,f,3.92,15297316,-999.0,-1,3.98,15297317,LocSAT,,-1,2010-05-15 09:40:28.000000
6,977159,59082432,6328248,MKAR,P,-1,51.096,93.76,310.89,0.118,d,-1.8,d,-2.08,d,-999,0.792,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130958,MKAR,2010-05-15 03:39:20.375000,2010135,4420343,-1,MK_020,P,-,0.207,91.98,19.64,5.38,1.84,29.19,0.975,0.96,0.5,-999.0,-,-,15.06,3,,-1,2010-05-17 12:41:17.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,51.058238,MKAR,2010-05-15 03:39:20.375000064,P,91.977001,0.20659368,19.636269,2010135,46.79368,82.29057,ar,2000092.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
7,977161,59082440,6328248,STKA,P,-1,56.618,359.55,179.58,-1.461,d,2.5,d,-0.03,d,-999,0.884,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130959,STKA,2010-05-15 03:39:59.025000,2010135,4420344,-1,Z1530,P,-,0.12,2.0,5.72,7.04,0.7,24.12,0.992,3.61,0.44,-999.0,-,-,23.55,-,,-1,2010-05-17 12:41:17.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,56.53391,STKA,2010-05-15 03:39:59.025000192,P,2.0047381,0.12,5.7240787,2010135,-31.8743,141.5964,ss,2002337.0,2015034.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
8,977163,59082442,6328248,ZALV,P,-1,50.451,101.69,320.34,-1.141,d,13.7,d,0.78,d,-999,0.565,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130960,ZALV,2010-05-15 03:39:14.225000,2010135,-1,-1,ZA_004,P,-,0.725,115.36,12.73,8.29,1.84,-1.0,-1.0,1.47,0.67,-999.0,-,-,5.71,3,,-1,2010-05-17 12:41:17.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,50.437867,ZALV,2010-05-15 03:39:14.224999936,P,115.36259,0.72514972,12.731337,2010135,53.94805,84.81878,ar,2006286.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
9,977166,59082461,6328248,USRK,P,-1,20.511,155.57,340.85,1.23,d,9.3,d,-0.06,d,-999,0.498,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130963,USRK,2010-05-15 03:34:59.779960,2010135,-1,-1,US_052,P,-,0.661,164.85,29.6,10.6,5.42,-1.0,-1.0,2.4,0.67,-999.0,-,-,6.45,3,,-1,2010-05-17 12:41:17.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,20.550761,USRK,2010-05-15 03:34:59.779959808,P,164.85356,0.66063107,29.600468,2010135,44.1998,131.9888,ar,2008287.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
10,977168,59082466,6328248,MJAR,P,-1,11.7,166.75,348.26,0.186,d,-7.6,d,-1.92,d,-999,0.416,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130964,MJAR,2010-05-15 03:33:14.462500,2010135,-1,-1,MJ_139,P,-,0.321,159.13,5.29,11.11,1.02,67.18,0.755,1.46,0.44,-999.0,-,-,12.15,3,,-1,2010-05-17 12:41:18.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,11.759292,MJAR,2010-05-15 03:33:14.462500096,P,159.12682,0.32135624,5.289108,2010135,36.52472,138.24718,ar,2005060.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
11,977169,59082488,6328248,CMAR,P,-1,39.656,72.81,269.05,5.166,d,0.0,d,3.15,d,-999,0.515,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130965,CMAR,2010-05-15 03:37:52.050000,2010135,-1,-1,CM_03,P,-,0.875,64.3,10.58,9.5,1.75,-1.0,-1.0,0.96,0.89,-999.0,-,-,4.32,3,,-1,2010-05-17 12:41:18.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,39.531076,CMAR,2010-05-15 03:37:52.049999872,P,64.296183,0.87459968,10.577206,2010135,18.4576,98.94315,ar,1986198.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
12,977170,59082490,6328248,ILAR,P,-1,59.921,265.12,28.09,-0.355,d,-7.2,d,-0.31,d,-999,0.892,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130966,ILAR,2010-05-15 03:40:22.750000,2010135,4420354,-1,IL_47,P,-,0.12,257.12,2.38,5.7,0.24,6.47,0.963,3.06,0.67,-999.0,-,-,41.48,1,,-1,2010-05-17 12:41:18.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,60.05499,ILAR,2010-05-15 03:40:22.750000128,P,257.11531,0.12,2.3774935,2010135,64.77145,-146.88645,ar,1977091.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
13,977171,59082496,6328248,KSRS,P,-1,16.758,133.65,320.58,2.148,d,1.6,d,-0.15,d,-999,0.405,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130967,KSRS,2010-05-15 03:34:20.800000,2010135,-1,-1,KS_67,P,-,0.12,135.21,2.45,11.16,0.48,36.08,0.991,9.21,0.67,-999.0,-,-,41.06,1,,-1,2010-05-17 12:41:18.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,16.745889,KSRS,2010-05-15 03:34:20.800000000,P,135.20965,0.12,2.4498133,2010135,37.44209,127.88452,ar,2002017.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
14,977173,59082515,6328248,WRA,P,-1,45.227,8.76,189.09,-1.499,d,-2.2,d,0.31,d,-999,0.827,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130970,WRA,2010-05-15 03:38:34.025000,2010135,4420347,-1,WR_118,P,-,0.12,7.78,0.67,8.67,0.1,-1.0,-1.0,4.17,0.25,-999.0,-,-,198.1,3,,-1,2010-05-17 12:41:17.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,45.123536,WRA,2010-05-15 03:38:34.025000192,P,7.7756324,0.12,0.67443825,2010135,-19.9426,134.3395,ar,1999182.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
15,977177,59082566,6328248,ARCES,P,-1,75.159,57.73,340.86,-0.761,d,0.6,d,-0.31,d,-999,0.902,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130973,ARCES,2010-05-15 03:41:57.825000,2010135,-1,-1,AR_59,P,-,0.12,68.82,2.55,8.13,0.36,28.38,0.973,1.37,0.33,-999.0,-,-,39.63,1,,-1,2010-05-17 12:41:17.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,75.19882,ARCES,2010-05-15 03:41:57.824999936,P,68.824635,0.12,2.5501144,2010135,69.53486,25.50578,ar,1998154.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
16,977178,59082569,6328248,BRTR,P,-1,86.715,60.02,312.56,-2.146,d,44.0,d,-1.62,d,-999,0.521,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130974,BRTR,2010-05-15 03:42:59.245710,2010135,-1,-1,BR_018,P,-,0.825,104.03,41.49,3.22,2.28,-1.0,-1.0,0.5,0.5,-999.0,-,-,4.74,3,,-1,2010-05-17 12:41:17.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,86.680812,BRTR,2010-05-15 03:42:59.245709824,P,104.0263,0.82543847,41.48872,2010135,39.72525,33.63895,ar,2002017.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
17,977181,59082607,6328248,YKA,P,-1,74.351,294.07,27.87,-0.142,d,-3.5,d,0.04,d,-999,0.902,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130976,YKA,2010-05-15 03:41:53.995000,2010135,-1,-1,YK_56,P,-,0.12,293.57,1.05,5.83,0.11,-1.0,-1.0,3.81,0.44,-999.0,-,-,108.55,3,,-1,2010-05-17 12:41:17.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,74.4843,YKA,2010-05-15 03:41:53.994999808,P,293.57298,0.12,1.0483487,2010135,62.4931,-114.6062,ar,1989025.0,2014013.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
18,977182,59082638,6328248,FINES,P,-1,79.366,56.68,333.72,-1.224,d,22.9,d,-0.82,d,-999,0.896,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130978,FINES,2010-05-15 03:42:20.500000,2010135,4420353,-1,FI_42,P,-,0.12,88.36,7.79,4.54,0.62,18.18,0.985,1.88,0.33,-999.0,-,-,51.24,1,,-1,2010-05-17 12:41:17.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,79.387052,FINES,2010-05-15 03:42:20.500000000,P,88.358544,0.12,7.7926384,2010135,61.4436,26.0771,ar,1993322.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
19,977185,59082645,6328248,NVAR,P,-1,82.484,295.92,51.16,0.522,d,8.1,d,1.44,d,-999,0.609,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130980,NVAR,2010-05-15 03:42:39.175000,2010135,4420355,-1,NV_032,P,-,0.615,294.38,22.02,5.98,2.29,3.31,0.858,0.47,0.5,-999.0,-,-,7.02,3,,-1,2010-05-17 12:41:17.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,82.634107,NVAR,2010-05-15 03:42:39.175000064,P,294.37762,0.61472765,22.024899,2010135,38.4296,-118.3035,ar,1997260.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
20,977187,59082661,6328248,PDAR,P,-1,86.288,300.91,44.16,0.164,d,16.1,d,2.57,d,-999,0.598,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130982,PDAR,2010-05-15 03:42:58.750000,2010135,-1,-1,PD_026,P,-,0.595,323.4,18.33,3.34,1.07,19.69,0.865,0.63,0.5,-999.0,-,-,7.29,1,,-1,2010-05-17 12:41:17.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,86.435897,PDAR,2010-05-15 03:42:58.750000128,P,323.40272,0.59489422,18.325244,2010135,42.76738,-109.5579,ar,1995196.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
21,977189,59082663,6328248,NOA,P,-1,85.155,44.23,338.02,-2.161,d,3.4,d,-0.13,d,-999,0.671,IASPEI,-1,5/15/2010 10:00,5/15/2010 10:00,1130983,NOA,2010-05-15 03:42:49.900000,2010135,-1,-1,C043,P,-,0.425,46.74,2.75,4.8,0.23,11.58,0.863,0.78,0.45,-999.0,-,-,10.02,3,,-1,2010-05-17 12:41:17.000000,6333529,24.976502,141.04736,158.30498,2010-05-15 03:30:33.282759936,6328244,3.7252879,-999.0,-999.0,P,85.187437,NOA,2010-05-15 03:42:49.900000000,P,46.741229,0.4247128,2.7527263,2010135,61.0397,11.2148,ar,1995302.0,2286324.0,98179,25.0621,141.184,152.207,2010-05-15 03:30:33.507090,6328244,2010135,27,19,0,213,18,-,-999.0,f,3.81,15297816,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:00:25.000000
22,977191,59082684,6327978,BDFB,P,-1,20.27,260.49,86.6,0.766,d,-10.5,d,-0.07,d,-999,0.619,IASPEI,-1,5/15/2010 10:20,5/15/2010 10:20,1130986,BDFB,2010-05-15 03:58:19.900000,2010135,-1,-1,Z1020,P,-,0.12,249.98,6.54,10.59,1.21,31.71,0.976,15.94,0.67,-999.0,-,-,22.86,-,,-1,2010-05-17 12:26:37.000000,6333495,-17.937824,-68.988485,165.09739,2010-05-15 03:53:57.440849920,6327763,3.6698281,-999.0,-999.0,P,20.209068,BDFB,2010-05-15 03:58:19.900000000,P,249.97801,0.12,6.5357185,2010135,-15.6418,-48.01483,ss,2003241.0,2286324.0,98152,-17.9601,-69.0517,153.931,2010-05-15 03:53:57.461610,6327763,2010135,27,18,0,118,8,-,-999.0,f,3.97,15297351,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:20:26.000000
23,977197,59082743,6327978,LPAZ,P,-1,1.882,207.77,28.04,1.116,d,25.6,d,-5.03,d,-999,0.582,IASPEI,-1,5/15/2010 10:20,5/15/2010 10:20,1130989,LPAZ,2010-05-15 03:54:33.025000,2010135,-1,-1,Z2040,P,-,0.12,233.34,11.6,6.65,1.34,21.44,0.971,877.12,0.33,-999.0,-,-,823.32,-,,-1,2010-05-17 12:26:37.000000,6333495,-17.937824,-68.988485,165.09739,2010-05-15 03:53:57.440849920,6327763,3.6698281,-999.0,-999.0,P,1.8343522,LPAZ,2010-05-15 03:54:33.025000192,P,233.3391,0.12,11.600291,2010135,-16.2879,-68.1307,ss,2002238.0,2286324.0,98152,-17.9601,-69.0517,153.931,2010-05-15 03:53:57.461610,6327763,2010135,27,18,0,118,8,-,-999.0,f,3.97,15297351,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:20:26.000000
24,977201,59082820,6327978,DBIC,P,-1,67.9,247.66,74.84,-1.327,d,-18.8,d,0.25,d,-999,0.904,IASPEI,-1,5/15/2010 10:20,5/15/2010 10:20,1130996,DBIC,2010-05-15 04:04:38.450000,2010135,-1,-1,Z1530,P,-,0.12,228.88,3.22,6.51,0.37,22.5,0.998,10.81,0.44,-999.0,-,-,48.06,-,,-1,2010-05-17 12:26:37.000000,6333495,-17.937824,-68.988485,165.09739,2010-05-15 03:53:57.440849920,6327763,3.6698281,-999.0,-999.0,P,67.836182,DBIC,2010-05-15 04:04:38.450000128,P,228.88375,0.12,3.223624,2010135,6.6701,-4.8563,ss,2002246.0,2286324.0,98152,-17.9601,-69.0517,153.931,2010-05-15 03:53:57.461610,6327763,2010135,27,18,0,118,8,-,-999.0,f,3.97,15297351,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:20:26.000000
25,977211,59082879,6327978,TORD,P,-1,76.321,247.65,71.17,-1.702,d,5.0,d,-0.4,d,-999,0.904,IASPEI,-1,5/15/2010 10:20,5/15/2010 10:20,1131001,TORD,2010-05-15 04:05:28.050000,2010135,-1,-1,TO_045,P,-,0.12,252.63,7.86,5.24,0.72,-1.0,-1.0,1.47,0.33,-999.0,-,-,75.06,1,,-1,2010-05-17 12:26:37.000000,6333495,-17.937824,-68.988485,165.09739,2010-05-15 03:53:57.440849920,6327763,3.6698281,-999.0,-999.0,P,76.256561,TORD,2010-05-15 04:05:28.049999872,P,252.62713,0.12,7.8598306,2010135,13.14771,1.69471,ar,2005270.0,2286324.0,98152,-17.9601,-69.0517,153.931,2010-05-15 03:53:57.461610,6327763,2010135,27,18,0,118,8,-,-999.0,f,3.97,15297351,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:20:26.000000
26,977216,59082901,6327978,YKA,P,-1,87.821,137.15,340.63,-1.116,d,0.8,d,0.17,d,-999,0.784,IASPEI,-1,5/15/2010 10:20,5/15/2010 10:20,1131003,YKA,2010-05-15 04:06:27.645000,2010135,4420377,-1,YK_69,P,-,0.12,133.77,0.96,4.87,0.08,-1.0,-1.0,0.83,0.44,-999.0,-,-,38.98,3,,-1,2010-05-17 12:26:37.000000,6333495,-17.937824,-68.988485,165.09739,2010-05-15 03:53:57.440849920,6327763,3.6698281,-999.0,-999.0,P,87.819972,YKA,2010-05-15 04:06:27.644999936,P,133.7722,0.12,0.95660638,2010135,62.4931,-114.6062,ar,1989025.0,2014013.0,98152,-17.9601,-69.0517,153.931,2010-05-15 03:53:57.461610,6327763,2010135,27,18,0,118,8,-,-999.0,f,3.97,15297351,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:20:26.000000
27,977219,59082907,6327978,TXAR,P,-1,57.68,140.22,324.06,-1.505,d,11.9,d,0.94,d,-999,0.532,IASPEI,-1,5/15/2010 10:20,5/15/2010 10:20,1131006,TXAR,2010-05-15 04:03:29.925000,2010135,4420378,-1,TX_043,P,-,0.866,155.04,9.1,10.05,1.6,28.21,0.809,0.31,0.5,-999.0,-,-,4.39,3,,-1,2010-05-17 12:26:37.000000,6333495,-17.937824,-68.988485,165.09739,2010-05-15 03:53:57.440849920,6327763,3.6698281,-999.0,-999.0,P,57.697706,TXAR,2010-05-15 04:03:29.924999936,P,155.04339,0.86589626,9.1032819,2010135,29.33426,-103.66768,ar,1995088.0,2286324.0,98152,-17.9601,-69.0517,153.931,2010-05-15 03:53:57.461610,6327763,2010135,27,18,0,118,8,-,-999.0,f,3.97,15297351,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:20:26.000000
28,977229,59082927,6327978,NVAR,P,-1,72.646,130.93,321.44,-0.293,d,6.5,d,-1.23,d,-999,0.614,IASPEI,-1,5/15/2010 10:20,5/15/2010 10:20,1131011,NVAR,2010-05-15 04:05:08.325000,2010135,-1,-1,NV_035,P,-,0.649,139.64,18.07,7.1,2.23,26.94,0.91,0.43,0.5,-999.0,-,-,6.59,3,,-1,2010-05-17 12:26:37.000000,6333495,-17.937824,-68.988485,165.09739,2010-05-15 03:53:57.440849920,6327763,3.6698281,-999.0,-999.0,P,72.666133,NVAR,2010-05-15 04:05:08.324999936,P,139.63546,0.64905203,18.070038,2010135,38.4296,-118.3035,ar,1997260.0,2286324.0,98152,-17.9601,-69.0517,153.931,2010-05-15 03:53:57.461610,6327763,2010135,27,18,0,118,8,-,-999.0,f,3.97,15297351,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-15 10:20:26.000000
