,Unnamed: 0,ARID,ORID,STA,PHASE,BELIEF,DELTA,SEAZ,ESAZ,TIMERES,TIMEDEF,AZRES,AZDEF,SLORES,SLODEF,EMARES,WGT,VMODEL,COMMID,LDDATE,ATIME,Unnamed: 0_idcx,STA_idcx,TIME,JDATE,STASSID,CHANID,CHAN,IPHASE,STYPE,DELTIM,AZIMUTH,DELAZ,SLOW,DELSLO,EMA,RECT,AMP,PER,LOGAT,CLIP,FM,SNR,QUAL,AUTH,COMMID_idcx,LDDATE_idcx,ORID_ugeb,LAT,LON,DEPTH,ORIGIN,EVID,MB,MS,ML,PHASE_ugeb,DELTA_ugeb,STA_ugeb,TIME_ugeb,IPHASE_ugeb,AZIMUTH_ugeb,DELTIM_ugeb,DELAZ_ugeb,JDATE_ugeb,STA_LAT,STA_LON,STATYPE,ONDATE,OFFDATE,Unnamed: 0_sel3org,LAT_sel3org,LON_sel3org,DEPTH_sel3org,TIME_sel3org,EVID_sel3org,JDATE_sel3org,NASS,NDEF,NDP,GRN,SRN,ETYPE,DEPDP,DTYPE,MB_sel3org,MBID,MS_sel3org,MSID,ML_sel3org,MLID,ALGORITHM,AUTH_sel3org,COMMID_sel3org,LDDATE_sel3org
1452,981881,59145315,6334712,ARCES,P,-1,77.754,78.95,339.03,-0.021,d,-13.1,d,-0.4,d,-999,0.544,IASPEI,-1,5/18/2010 4:00,5/18/2010 4:00,1135730,ARCES,2010-05-17 21:32:29.075000,2010137,-1,-1,AR_53,P,-,0.725,69.34,14.32,5.88,1.47,57.94,0.507,0.1,0.33,-999.0,-,-,5.72,2,,-1,2010-05-18 15:33:21.000000,6336240,15.647023,121.61955,0.0,2010-05-17 21:20:32.000720128,6334476,3.939232,-999.0,-999.0,P,77.594867,ARCES,2010-05-17 21:32:29.075000064,P,69.34109,0.7246539,14.319338,2010137,69.53486,25.50578,ar,1998154.0,2286324.0,98575,15.4309,121.499,0.0,2010-05-17 21:20:33.248050,6334476,2010137,4,4,0,249,22,-,-999.0,g,3.96,15310386,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-18 04:00:23.000000
1453,981892,59145395,6334712,FINES,P,-1,79.158,77.83,330.85,-1.619,d,-24.5,d,-0.66,d,-999,0.629,IASPEI,-1,5/18/2010 4:00,5/18/2010 4:00,1135741,FINES,2010-05-17 21:32:37.775000,2010137,-1,-1,FI_42,P,-,0.469,67.38,26.97,3.61,1.69,23.4,0.743,0.24,0.33,-999.0,-,-,9.23,1,,-1,2010-05-18 15:33:21.000000,6336240,15.647023,121.61955,0.0,2010-05-17 21:20:32.000720128,6334476,3.939232,-999.0,-999.0,P,79.026553,FINES,2010-05-17 21:32:37.775000064,P,67.380135,0.46862233,26.97114,2010137,61.4436,26.0771,ar,1993322.0,2286324.0,98575,15.4309,121.499,0.0,2010-05-17 21:20:33.248050,6334476,2010137,4,4,0,249,22,-,-999.0,g,3.96,15310386,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-18 04:00:23.000000
1454,982052,59146983,6334712,KURK,P,-1,49.206,119.74,325.01,1.745,d,0.5,d,0.95,d,-999,0.564,IASPEI,-1,5/18/2010 4:00,5/18/2010 4:00,1135854,KURK,2010-05-17 21:29:21.350000,2010137,-1,-1,KU_053,P,-,0.52,120.25,4.07,8.61,0.61,85.08,0.855,0.5,0.67,-999.0,-,-,8.39,3,,-1,2010-05-18 15:33:21.000000,6336240,15.647023,121.61955,0.0,2010-05-17 21:20:32.000720128,6334476,3.939232,-999.0,-999.0,P,49.097221,KURK,2010-05-17 21:29:21.349999872,P,120.25277,0.51980972,4.0680624,2010137,50.62264,78.53039,ar,2007319.0,2286324.0,98575,15.4309,121.499,0.0,2010-05-17 21:20:33.248050,6334476,2010137,4,4,0,249,22,-,-999.0,g,3.96,15310386,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-18 04:00:23.000000
1455,981894,59145444,6334784,STKA,P,-1,40.667,82.96,243.47,2.165,d,7.0,d,1.29,d,-999,0.603,IASPEI,-1,5/18/2010 4:00,5/18/2010 4:00,1135743,STKA,2010-05-17 21:40:20.125000,2010137,-1,-1,Z1530,P,-,0.379,89.96,5.26,9.55,0.88,32.96,0.988,0.88,0.44,-999.0,-,-,10.9,-,,-1,2010-05-18 16:11:26.000000,6336314,-19.198782,-177.84192,653.91455,2010-05-17 21:33:50.666729984,6334515,3.0791911,-999.0,-999.0,P,38.49872,STKA,2010-05-17 21:40:20.124999936,P,89.95817,0.37930713,5.2598184,2010137,-31.8743,141.5964,ss,2002337.0,2015034.0,98577,-19.4256,-175.147,0.0,2010-05-17 21:32:34.839480,6334515,2010137,8,7,0,173,12,-,-999.0,g,4.25,15310520,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-18 04:00:23.000000
1456,981897,59145478,6334784,MJAR,P,-1,70.952,133.49,321.74,0.852,d,24.8,d,0.13,d,-999,0.538,IASPEI,-1,5/18/2010 4:00,5/18/2010 4:00,1135745,MJAR,2010-05-17 21:43:54.512500,2010137,-1,-1,MJ_45,P,-,0.744,146.31,8.96,6.49,1.0,84.12,0.786,1.01,0.67,-999.0,-,-,5.52,3,,-1,2010-05-18 16:11:25.000000,6336314,-19.198782,-177.84192,653.91455,2010-05-17 21:33:50.666729984,6334515,3.0791911,-999.0,-999.0,P,69.223834,MJAR,2010-05-17 21:43:54.512499968,P,146.31006,0.74408743,8.956633,2010137,36.52472,138.24718,ar,2005060.0,2286324.0,98577,-19.4256,-175.147,0.0,2010-05-17 21:32:34.839480,6334515,2010137,8,7,0,173,12,-,-999.0,g,4.25,15310520,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-18 04:00:23.000000
1457,982067,59147235,6334784,JAY,P,-1,46.296,114.59,285.72,0.662,d,-73.8,d,-4.48,d,-999,0.485,IASPEI,-1,5/18/2010 4:00,5/18/2010 4:00,1135866,JAY,2010-05-17 21:41:01.975000,2010137,-1,-1,Z1530,P,-,0.823,107.18,26.08,18.97,8.56,11.66,0.93,2.98,0.44,-999.0,-,-,4.76,-,,-1,2010-05-18 16:11:26.000000,6336314,-19.198782,-177.84192,653.91455,2010-05-17 21:33:50.666729984,6334515,3.0791911,-999.0,-999.0,P,43.790354,JAY,2010-05-17 21:41:01.974999808,P,107.18036,0.82270266,26.081393,2010137,-2.51427,140.70325,ss,2009336.0,2286324.0,98577,-19.4256,-175.147,0.0,2010-05-17 21:32:34.839480,6334515,2010137,8,7,0,173,12,-,-999.0,g,4.25,15310520,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-18 04:00:23.000000
1458,981902,59145627,6335016,USRK,Pn,-1,14.347,74.84,269.17,3.262,d,7.9,d,-1.0,d,-999,0.284,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135748,USRK,2010-05-17 22:07:05.875000,2010137,4424304,-1,US_035,Pn,-,0.12,82.71,5.38,12.65,1.19,-1.0,-1.0,29.97,0.67,-999.0,-,-,73.63,2,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,14.264,USRK,2010-05-17 22:07:05.875000064,Pn,82.71351,0.12,5.3786054,2010137,44.1998,131.9888,ar,2008287.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1459,981906,59145729,6335016,KSRS,P,-1,20.029,56.38,252.68,1.841,d,4.7,d,-0.1,d,-999,0.501,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135757,KSRS,2010-05-17 22:08:14.200000,2010137,-1,-1,KS_51,P,-,0.12,61.11,1.87,10.78,0.35,34.59,0.99,29.12,0.67,-999.0,-,-,88.09,1,,-1,2010-05-19 08:40:40.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,19.966472,KSRS,2010-05-17 22:08:14.200000000,P,61.109417,0.12,1.8722476,2010137,37.44209,127.88452,ar,2002017.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1460,981907,59145747,6335016,MJAR,Pn,-1,14.216,42.75,231.96,0.285,d,-14.1,d,-0.46,d,-999,0.287,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135758,MJAR,2010-05-17 22:07:01.587500,2010137,-1,-1,MJ_62,Pn,-,0.12,28.68,2.98,13.2,0.69,33.04,0.982,5.28,0.67,-999.0,-,-,24.13,3,,-1,2010-05-19 08:40:40.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,14.186612,MJAR,2010-05-17 22:07:01.587500032,Pn,28.678509,0.12,2.9762543,2010137,36.52472,138.24718,ar,2005060.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1461,981908,59145765,6335016,PETK,Pn,-1,7.777,209.81,25.57,3.384,d,-27.3,d,0.36,d,-999,0.36,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135759,PETK,2010-05-17 22:05:36.500000,2010137,-1,-1,PE_058,Pn,-,0.12,182.46,4.55,14.09,1.12,-1.0,-1.0,104.75,0.33,-999.0,-,-,346.44,3,,-1,2010-05-19 08:40:40.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,7.7602202,PETK,2010-05-17 22:05:36.500000000,Pn,182.45933,0.12,4.5525733,2010137,53.10822,157.69885,ar,2006291.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1462,981910,59145813,6335016,ESDC,P,-1,91.849,16.34,341.77,-1.089,d,0.3,d,-0.43,d,-999,0.677,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135761,ESDC,2010-05-17 22:16:45.925000,2010137,4424313,-1,ES_01,P,-,0.12,9.66,5.07,4.1,0.36,-1.0,-1.0,10.53,0.89,-999.0,-,-,35.82,1,,-1,2010-05-19 08:40:40.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,91.765426,ESDC,2010-05-17 22:16:45.924999936,P,9.6553066,0.12,5.0731129,2010137,39.6744,-3.963,ar,2002052.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1463,981912,59145832,6335016,STKA,P,-1,78.316,7.45,189.15,0.26,d,-17.4,d,0.97,d,-999,0.797,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135762,STKA,2010-05-17 22:15:38.900000,2010137,4424318,-1,Z1020,P,-,0.12,350.06,3.47,6.5,0.39,22.25,0.997,14.77,0.67,-999.0,-,-,58.45,-,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,78.361426,STKA,2010-05-17 22:15:38.900000000,P,350.0602,0.12,3.4692426,2010137,-31.8743,141.5964,ss,2002337.0,2015034.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1464,981916,59145838,6335016,ULM,P,-1,67.359,315.77,40.17,0.11,d,-2.4,d,0.42,d,-999,0.797,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135763,ULM,2010-05-17 22:14:34.025000,2010137,4424321,-1,Z1020,P,-,0.12,313.42,1.63,6.75,0.19,24.16,0.999,31.82,0.67,-999.0,-,-,80.65,-,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,67.368052,ULM,2010-05-17 22:14:34.025000192,P,313.41686,0.12,1.6333799,2010137,50.25026,-95.87496,ss,2003127.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1465,981921,59145843,6335016,MKAR,P,-1,46.586,63.8,297.38,-0.309,d,-10.4,d,-3.16,d,-999,0.709,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135764,MKAR,2010-05-17 22:12:06.525000,2010137,-1,-1,MK_020,P,-,0.12,53.43,14.76,4.68,1.2,25.76,0.993,55.35,0.5,-999.0,-,-,688.39,3,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,46.483905,MKAR,2010-05-17 22:12:06.525000192,P,53.426969,0.12,14.755161,2010137,46.79368,82.29057,ar,2000092.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1466,981924,59145861,6335016,TXAR,P,-1,78.338,316.58,59.81,-1.702,d,-3.8,d,0.15,d,-999,0.797,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135766,TXAR,2010-05-17 22:15:39.800000,2010137,4424319,-1,TX_017,P,-,0.12,298.42,3.39,3.85,0.23,15.72,0.999,21.15,0.67,-999.0,-,-,30.58,2,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,78.380653,TXAR,2010-05-17 22:15:39.800000000,P,298.42098,0.12,3.390712,2010137,29.33426,-103.66768,ar,1995088.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1467,981928,59145866,6335016,ZALV,P,-1,42.375,71.89,305.98,-0.978,d,-6.2,d,-1.47,d,-999,0.709,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135767,ZALV,2010-05-17 22:11:31.500000,2010137,4424323,-1,ZA_003,P,-,0.12,65.7,4.69,6.67,0.55,-1.0,-1.0,30.76,0.67,-999.0,-,-,113.43,2,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,42.271988,ZALV,2010-05-17 22:11:31.500000000,P,65.696837,0.12,4.6929261,2010137,53.94805,84.81878,ar,2006286.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1468,981933,59145874,6335016,SONM,P,-1,30.877,75.69,289.9,-0.24,d,-3.2,d,-0.79,d,-999,0.667,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135769,SONM,2010-05-17 22:09:55.199850,2010137,4424320,-1,SO_020,P,-,0.12,72.52,4.84,8.01,0.68,-1.0,-1.0,12.29,0.5,-999.0,-,-,148.38,2,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,30.77733,SONM,2010-05-17 22:09:55.199849984,P,72.518248,0.12,4.837203,2010137,47.83469,106.39499,ar,2000245.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1469,981938,59145890,6335016,GERES,P,-1,78.631,28.02,333.45,-0.506,d,2.4,d,0.49,d,-999,0.797,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135773,GERES,2010-05-17 22:15:40.300000,2010137,4424326,-1,GE_067,P,-,0.12,35.77,5.98,5.73,0.6,17.5,0.989,12.37,0.33,-999.0,-,-,297.72,1,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,78.539558,GERES,2010-05-17 22:15:40.300000000,P,35.770559,0.12,5.9753432,2010137,48.84511,13.70156,ar,2002157.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1470,981942,59145907,6335016,FINES,P,-1,64.228,38.55,334.45,-0.423,d,-4.3,d,0.23,d,-999,0.793,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135780,FINES,2010-05-17 22:14:13.100000,2010137,4424328,-1,FI_44,P,-,0.12,36.0,3.2,7.48,0.42,27.4,0.997,59.25,0.33,-999.0,-,-,691.11,1,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,64.137766,FINES,2010-05-17 22:14:13.100000000,P,36.002717,0.12,3.1974977,2010137,61.4436,26.0771,ar,1993322.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1471,981947,59145915,6335016,NVAR,P,-1,63.275,308.99,61.56,1.585,d,-4.5,d,0.68,d,-999,0.788,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135782,NVAR,2010-05-17 22:14:09.464900,2010137,4424329,-1,NV_007,P,-,0.12,290.31,16.71,7.1,2.06,17.96,0.994,32.22,0.67,-999.0,-,-,137.59,2,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,63.321149,NVAR,2010-05-17 22:14:09.464900096,P,290.30988,0.12,16.713731,2010137,38.4296,-118.3035,ar,1997260.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1472,981951,59145921,6335016,SCHQ,P,-1,74.054,332.99,22.24,0.321,d,19.0,d,0.02,d,-999,0.797,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135783,SCHQ,2010-05-17 22:15:14.650000,2010137,4424331,-1,Z1530,P,-,0.12,351.97,5.26,5.86,0.54,24.65,0.995,23.17,0.44,-999.0,-,-,89.1,-,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,74.030579,SCHQ,2010-05-17 22:15:14.650000128,P,351.9678,0.12,5.2612909,2010137,54.8324,-66.83318,ss,2003127.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1473,981953,59145933,6335016,CMAR,P,-1,51.59,45.19,255.91,2.019,d,-0.4,d,0.04,d,-999,0.723,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135784,CMAR,2010-05-17 22:12:47.131190,2010137,4424330,-1,CM_42,P,-,0.12,36.88,1.82,7.39,0.23,-1.0,-1.0,37.01,0.67,-999.0,-,-,264.43,1,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,51.52293,CMAR,2010-05-17 22:12:47.131190016,P,36.8828,0.12,1.8205511,2010137,18.4576,98.94315,ar,1986198.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1474,981956,59145950,6335016,NOA,P,-1,68.507,28.06,340.75,0.103,d,-1.5,d,-0.03,d,-999,0.797,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135785,NOA,2010-05-17 22:14:41.125000,2010137,-1,-1,C026,P,-,0.12,26.98,2.3,6.27,0.25,20.57,0.998,130.48,0.45,-999.0,-,-,953.96,3,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,68.422742,NOA,2010-05-17 22:14:41.124999936,P,26.977766,0.12,2.2986771,2010137,61.0397,11.2148,ar,1995302.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1475,981957,59145954,6335016,PDAR,P,-1,65.601,311.03,53.14,0.93,d,5.6,d,-0.01,d,-999,0.797,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135786,PDAR,2010-05-17 22:14:24.050000,2010137,4424332,-1,PD_026,P,-,0.12,339.17,15.91,2.1,0.58,6.07,0.998,39.37,0.5,-999.0,-,-,401.94,1,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,65.632743,PDAR,2010-05-17 22:14:24.049999872,P,339.17012,0.12,15.910081,2010137,42.76738,-109.5579,ar,1995196.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1476,981960,59145958,6335016,ILAR,P,-1,37.38,270.39,38.12,0.554,d,-2.5,d,0.08,d,-999,0.709,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135788,ILAR,2010-05-17 22:10:52.050000,2010137,4424333,-1,IL_108,P,-,0.12,260.57,2.33,7.36,0.3,21.35,0.991,16.19,0.44,-999.0,-,-,247.46,2,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,37.384957,ILAR,2010-05-17 22:10:52.049999872,P,260.57105,0.12,2.3302098,2010137,64.77145,-146.88645,ar,1977091.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1477,981962,59145961,6335016,YKA,P,-1,51.748,298.03,36.18,1.13,d,-0.4,d,-0.16,d,-999,0.724,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135789,YKA,2010-05-17 22:12:47.145000,2010137,4424334,-1,YK_09,P,-,0.12,298.42,1.27,7.09,0.16,-1.0,-1.0,87.64,0.89,-999.0,-,-,388.71,3,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,51.749472,YKA,2010-05-17 22:12:47.144999936,P,298.41955,0.12,1.2702536,2010137,62.4931,-114.6062,ar,1989025.0,2014013.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1478,981964,59145965,6335016,AKASG,P,-1,71.607,37.89,325.77,-0.337,d,-4.1,d,0.19,d,-999,0.797,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135790,AKASG,2010-05-17 22:14:59.800000,2010137,4424336,-1,AK_031,P,-,0.12,33.84,1.98,6.21,0.21,-1.0,-1.0,124.72,0.67,-999.0,-,-,427.11,3,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,71.510534,AKASG,2010-05-17 22:14:59.800000000,P,33.842219,0.12,1.9780865,2010137,50.7012,29.2242,ar,2002067.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1479,981966,59145970,6335016,WRA,P,-1,67.798,13.25,198.1,-0.574,d,1.5,d,0.23,d,-999,0.797,IASPEI,-1,5/18/2010 4:40,5/18/2010 4:40,1135791,WRA,2010-05-17 22:14:36.199140,2010137,4424335,-1,WR_50,P,-,0.12,18.45,1.0,6.72,0.12,-1.0,-1.0,29.61,0.67,-999.0,-,-,149.5,3,,-1,2010-05-19 08:40:41.000000,6337743,46.281742,152.01778,73.313826,2010-05-17 22:03:47.224260096,6334866,5.3871336,4.4279149,-999.0,P,67.82873,WRA,2010-05-17 22:14:36.199140096,P,18.452757,0.12,1.0023252,2010137,-19.9426,134.3395,ar,1999182.0,2286324.0,98586,46.222,152.139,33.0,2010-05-17 22:03:42.422730,6334866,2010137,96,29,0,221,19,-,-999.0,g,5.37,15310928,-999.0,-1,4.26,15310929,LocSAT,,-1,2010-05-18 04:40:28.000000
1480,982003,59146510,6334627,STKA,P,-1,40.594,294.31,128.1,0.23,d,17.9,d,0.12,d,-999,0.582,IASPEI,-1,5/18/2010 5:20,5/18/2010 5:20,1135818,STKA,2010-05-17 23:06:08.050000,2010137,-1,-1,Z1530,Pn,-,0.45,312.21,7.81,8.39,1.14,28.85,0.979,1.58,0.44,-999.0,-,-,9.55,-,,-1,2010-05-19 08:50:25.000000,6337748,-8.012762,107.76078,93.007688,2010-05-17 22:58:46.549999872,6334627,3.7974137,3.0070459,-999.0,P,39.40635,STKA,2010-05-17 23:06:08.049999872,Pn,312.21475,0.45032877,7.8072168,2010137,-31.8743,141.5964,ss,2002337.0,2015034.0,98572,-9.92026,104.591,0.0,2010-05-17 22:58:26.594930,6334627,2010137,10,5,0,273,24,-,-999.0,g,4.17,15310222,-999.0,-1,-999.0,-1,LocSAT,,-1,2010-05-18 05:20:18.000000
